dataset name,url
A Waiter's Tips,/jsphyg/tipping
Genshin Impact Dataset,/fernandomatheus/genshin-impact-dataset
Advertising.csv,/bumba5341/advertisingcsv
Heart Attack,/pritsheta/heart-attack
Salary data - Simple linear regression,/karthickveerakumar/salary-data-simple-linear-regression
Labor Force and Earnings by Educational attainment,/hrideshkedia/labor-force-and-earnings-by-educational-attainment
Advertising Dataset,/ashydv/advertising-dataset
"Stock Market Data (NASDAQ, NYSE, S&P500)",/paultimothymooney/stock-market-data
Air Passengers,/rakannimer/air-passengers
Popular CPU & GPU Specs,/kkhandekar/cpu-gpu-specs
Higher Education Attrition Rates ,/ruchi798/higher-education-attrition-rates-20052013
YouTube Trending Video Dataset (updated daily),/rsrishav/youtube-trending-video-dataset
Wine Dataset for Clustering,/harrywang/wine-dataset-for-clustering
Covid-19 in Europe - Latest Data,/anandhuh/latest-covid19-data-of-european-countries
Grocery Store Data Set,/shazadudwadia/supermarket
Car Evaluation Data Set,/elikplim/car-evaluation-data-set
Advertising Data,/purbar/advertising-data
Coffee and code dataset,/shrutikunapuli/coffee-and-code-dataset
USD-TRY Conversion and Interest Rates 2010-2021,/captainozlem/usdtry-conversion-and-interest-rates-20102021
BMD dataset,/amarsharma768/bmd-data
Government Total Expenditure on Education,/muhammadshahrayar/government-total-expenditure-on-education
Boston Housing,/schirmerchad/bostonhoustingmlnd
500 Person Gender-Height-Weight-Body Mass Index,/yersever/500-person-gender-height-weight-bodymassindex
Beginner's Regression Dataset,/sveneschlbeck/beginners-regression-dataset
BillboardTNT Tweets,/mathurinache/billboardtnt-tweets
Iris dataset uci,/jillanisofttech/iris-dataset-uci
BoJack Horseman IMBd ratings (6 seasons),/samuelcortinhas/bojack-horseman-imbd-ratings-6-seasons
U.S. Military Deaths by cause 1980-2010,/toomuchsauce/us-military-deaths-by-cause-19802010
Covid in African Countries - Latest Data,/anandhuh/covid-in-african-countries-latest-data
Logistics Quality in India,/rohitdharma/logistics-ease-across-different-states-india-2021
Veteran Employment Outcomes,/mpwolke/cusersmarildownloadsvetcsv
Countries' quality of life index. 2020 year,/cityapiio/countries-quality-of-life-index-2020-year
I am Coming Home,/ramjasmaurya/i-am-coming-home
Social Network Ads,/rakeshrau/social-network-ads
Global Child Marriage Data,/komalkhetlani/global-child-marriage-data
Global Land-Ocean Temperature Index - 1880 to 2020,/kkhandekar/global-landocean-temperature-index
Drug Classification,/prathamtripathi/drug-classification
Padma Vibhushan Award Winners,/mayurdalvi/padma-vibhushan-award-winners
Indian States Performance Vaccine Dose 1 & Dose 2,/kartikbhatnagar18/indian-states-performance-vaccine-dose-1-dose-2
Historical Components Of The Dow Jones (DJIA),/darinhawley/historical-components-of-the-dow-jones-djia
Indian Travel Survey,/tejashvi14/indian-travel-survey
Bond actress data,/travistyler/bond-girls-age-and-film-data
Iris.csv,/saurabh00007/iriscsv
Covid in South America - Latest Data,/anandhuh/covid-in-south-america-latest-data
Tour & Travels Customer Churn Prediction,/tejashvi14/tour-travels-customer-churn-prediction
COVID-19 WEEKLY TRENDS IN EUROPE,/aryakrishnanar/covid19-weekly-trends-in-europe
Premier League Standings 11 Seasons (2010-2021),/quadeer15sh/premier-league-standings-11-seasons-20102021
Total Wildfires & Acres Affected (1983 - 2020),/kkhandekar/total-wildfires-acres-affected-1983-2020
Simple Linear Regression - Placement data,/mayurdalvi/simple-linear-regression-placement-data
ICC-t20_WorldCup2021,/affanazhar/icct20-worldcup2021
Lung Cancer,/mysarahmadbhat/lung-cancer
Breast Cancer Diagnostic Dataset (BCD),/devraikwar/breast-cancer-diagnostic
Asus Laptops sale on filpkart(walmart subsidary),/ramjasmaurya/asus-laptops-sale-on-filpkartwalmart-subsidary
Heart Attack Analysis & Prediction Dataset,/rashikrahmanpritom/heart-attack-analysis-prediction-dataset
Youth and Adult Literacy Rate around the Globe,/komalkhetlani/youth-and-adult-literacy-rate-around-the-globe
Covid in North America - Latest Data,/anandhuh/covid-in-north-america-latest-data
UK Average House Prices and Salary (1975-2020),/samuelcortinhas/uk-median-house-prices-and-salary-19752020
SHIBA INU Data,/varpit94/shiba-inu-data
Iris Flower Dataset,/arshid/iris-flower-dataset
European Agriculture Indicators,/georgeam/european-agriculture-indicatorseurostat-2016
Top 100 Most Streamed Songs on Spotify,/pavan9065/top-100-most-streamed-songs-on-spotify
Final Space Ratings and Viewership (3 seasons),/samuelcortinhas/final-space-ratings-and-viewership-3-seasons
Mall_Customers,/shwetabh123/mall-customers
Kansas State Government Tax Collections Data,/census/kansas-state-government-tax-collections-data
"Home, Homeowner Vacancy Rate for the United States","/census/home,-homeowner-vacancy-rate-for-the-united-states"
SF Beaches Water Quality,/jboysen/sf-beaches-water
Travian Troops,/cblesa/travian-troops
School fires in Sweden 1998-2014,/mikaelhuss/swedish-school-fires
Estimate of People of All Ages in Poverty Data,/census/estimate-of-people-of-all-ages-in-poverty-data
Do Conference Livetweets Get More Traffic?,/rtatman/do-tweets-from-conferences-get-more-traffic
Equitable Sharing Spending Dataset,/washingtonpost/equitable-sharing-spending-dataset
Total Operating Expenses Time Series Collection,/census/total-operating-expenses-time-series-collection
Presidential Cabinet Nominations,/senate/confirmation-votes
Hotel Prices - Beginner Dataset,/sveneschlbeck/hotel-prices-beginner-dataset
Jio vs Airtel vs VI,/ruchi798/jio-vs-airtel-vs-vi
Football Club Market Value 2021,/sanjeetsinghnaik/football-club-market-value-2021
Data Science Jobs Salaries Dataset,/saurabhshahane/data-science-jobs-salaries
UEFA Champions League Quarter Finals Since 1980,/johnharshith/uefa-champions-league-quarter-finals-since-1980
Top 100 Biggest Restaurant Chains 2021,/johnharshith/top-100-biggest-restaurant-chains-2021
NIFTY-50 Stocks Dataset,/iamsouravbanerjee/nifty50-stocks-dataset
Cryptocurrency extra data - Bitcoin Cash,/yamqwe/cryptocurrency-extra-data-bitcoin-cash
Fortnite Statistics Corresponding To Mental State,/johnharshith/fortnite-statistics-corresponding-to-mental-state
Coin Jar,/brandonconrady/coin-jar
Harvard Tuition,/harvard-university/harvard-tuition
Member States of the European Union,/eurostat/european-union
Racing Kings (chess variant),/salvadordali/racingkings
Rosary Prayers in Latin,/allanscott/rosary-prayers-in-latin
Stars from Gaia DR2 and RAVE DR5,/solorzano/rave-dr5-gaia-dr2-consolidated
ENEM 2015,/gbonesso/enem2015
"Dengue, Temperatura e Chuvas em Campinas-SP",/renangomes/dengue-temperatura-e-chuvas-em-campinassp
Color terms dataset,/rtatman/color-terms-dataset
"Executive Orders, 1789-2016",/nationalarchives/executive-orders
Internal Navigation Dataset,/ljewell/internal-navigation-dataset
United States Commutes,/figshare/united-states-commutes
Marble Racing,/jessemostipak/marble-racing
DJ Mag Top 100 History Dataset,/koki25ando/dj-mag-top-100-history-dataset
Can James Bond Be Black?,/timoboz/can-james-bond-be-black
Judicial Expenditures across all 50 States,/rishidamarla/judicial-expenditures-across-all-50-states
Trappist-1 Solar System,/nasa/trappist1
Venues in Bournemouth,/r3w0p4/bournemouth-venues
Spelling Variation on Urban Dictionary,/rtatman/spelling-variation-on-urban-dictionary
Top Trending How Tos on Google,/GoogleNewsLab/top-trending-how-tos-on-google
Election Day Tweets,/kinguistics/election-day-tweets
Groundhog Day Forecasts and Temperatures,/groundhogclub/groundhog-day
NYC Government Building Energy Usage,/residentmario/nyc-building-energy-usage
Beginner Projects - Ergonomic Study on Chopsticks,/priya2908/chopsticks-1992
Married at First Sight,/mrisdal/married-at-first-sight
Women Representation in City Property SanFrancisco,/ashkhagan/women-representation-in-city-property-sanfrancisco
OECD Unemployment rate (2020),/kavisekar/oecd-unemployment-rate-2020
"SpaceX Missions, 2006-Present",/spacex/spacex-missions
Cities in Australia,/koki25ando/city-list-of-australia
Illegal Immigrants Arrested by US Border Patrol,/cbp/illegal-immigrants
Catalonia GDP by demand components (2000-2016),/xavier14/catalonia-gdp-by-demand-components-20002016
OECD Better Life Index 2017,/jej13b/oecd-better-life-index
PokemonGO,/abcsds/pokemongo
Minneapolis Incidents & Crime,/mrisdal/minneapolis-incidents-crime
"USA Income Tax Data by ZIP Code, 2014",/wpncrh/zip-code-income-tax-data-2014
Sacred Games  ,/zusmani/sacred-games
"US Trademark Case Files, 1870-2016",/uspto/us-trademark-case-files-18702016
xigua3.0 (Watermelons),/benjaminwang/xigua30
Family Households with Married Couples Data,/census/family-households-with-married-couples-data
Access to Computers From Home OECD,/babyoda/access-to-computers-from-home-oecd
"Person of the Year, 1927-Present",/timemagazine/magazine-covers
Heart Disease UCI,/ronitf/heart-disease-uci
Heart Failure Prediction,/andrewmvd/heart-failure-clinical-data
Mall Customer Segmentation Data,/vjchoudhary7/customer-segmentation-tutorial-in-python
Campus Recruitment,/benroshan/factors-affecting-campus-placement
Top 50 Spotify Songs - 2019,/leonardopena/top50spotify2019
Health care: Heart attack possibility ,/nareshbhat/health-care-data-set-on-heart-attack-possibility
Zoo Animal Classification,/uciml/zoo-animal-classification
Glass Classification,/uciml/glass
World Happiness Report 2019,/PromptCloudHQ/world-happiness-report-2019
The Ultimate Halloween Candy Power Ranking,/fivethirtyeight/the-ultimate-halloween-candy-power-ranking
New York City - East River Bicycle Crossings,/new-york-city/nyc-east-river-bicycle-crossings
Health Insurance Coverage,/hhs/health-insurance
US Candy Production by Month,/rtatman/us-candy-production-by-month
Superbowl History 1967 - 2020,/timoboz/superbowl-history-1967-2020
Memory Test on Drugged Islanders Data,/steveahn/memory-test-on-drugged-islanders-data
Foreign Direct Investment in India,/rajanand/fdi-in-india
Congressional Voting Records,/devvret/congressional-voting-records
2020 US General Election Turnout Rates,/imoore/2020-us-general-election-turnout-rates
Online Retail Data Set from ML Repository,/mathchi/online-retail-data-set-from-ml-repository
Women Entrepreneurship and Labor Force,/babyoda/women-entrepreneurship-and-labor-force
Healthy Life Expectancy,/mpwolke/cusersmarildownloadslifeexpectancycsv
Breast Cancer Coimbra Data Set,/yasserhessein/breast-cancer-coimbra-data-set
Country Code,/koki25ando/country-code
A Survey on Obesity,/cosmosankur/a-survey-on-obesity
Iris Dataset,/rutujavaidya/iris-dataset
Student Marks dataset,/vicky1999/student-marks-dataset
Heart_Diseases,/charankakaraparthi/heart-dissease
Canada Per Capita Income Single variable data set,/gurdit559/canada-per-capita-income-single-variable-data-set
Singapore waste management,/kingabzpro/singapore-waste-management
Internet Access 2019-2020,/mpwolke/cusersmarildownloadsinternetcsv
Entrepreneurial Competency in University Students,/namanmanchanda/entrepreneurial-competency-in-university-students
PlayTennis,/sdk1810/playtennis
Indian Women Rape & Molestation Dataset,/martandsay/indian-women-rape-molestation-dataset
Gender discrimination,/hjmjerry/gender-discrimination
Exercise Datasets: Heart Disease ,/just4jcgeorge/exercise-datasets
William Farr's Data on Cholera in London,/ukveteran/william-farrs-data-on-cholera-in-london
Palestine Body Count,/zusmani/palestine-body-count
U.S. Unemployment Rate Data,/varpit94/us-unemployment-rate-data
Brain weight in humans,/anubhabswain/brain-weight-in-humans
Yes Bank Stock Prices,/simranjain17/yes-bank-stock-prices
LUFlow Network Intrusion Detection Data Set,/mryanm/luflow-network-intrusion-detection-data-set
Capstone - Case Study 1,/justinng95/capstone-casestudy1
experiment_data,/tammyrotem/experiment-data
Crab body metrics,/inputblackboxoutput/crab-body-metrics
Asia Population 2020,/sansuthi/asian-countries-by-population
IKEA Indonesia chair product,/mnuhrija/ikea-indonesia-chair-product
Fertility Data Set,/gabbygab/fertility-data-set
COVID-19's Impact on Educational Stress,/bsoyka3/educational-stress-due-to-the-coronavirus-pandemic
mall_customers_data.csv,/aajay20/mall-customers-datacsv
flight,/ohseokkim/flight
Haberman Cancer Survival data set,/krpiku/haberman.csv
COVID-19 India- statewise ,/aryakrishnanar/covid-data-india-statewise
drug200.csv,/jeevanrh/drug200csv
Classification Data -Apples & Oranges,/raykleptzo/classification-data-apples-oranges
Top 100 anime dataset ratings,/apeksha23/top-100-anime-dataset-ratings
Olympic Games medal Dataset(from 1896 to 2018),/rushikeshlavate/olympic-games-medal-datasetfrom-1896-to-2018
Salary_Data.csv,/devchauhan1/salary-datacsv
"English Premier League Penalty Dataset, 2016/17",/mauryashubham/english-premier-league-penalty-dataset-201617
COVID-19 Australia,/samansiadati/covid19-australia
Sleep Pattern,/krupa1999/sleep-pattern
Wheat-Seeds,/jmcaro/wheat-seedsuci
Student performance,/hdawkins/student-performance
List_of_aircraft_carriers_in_service,/mathurinache/list-of-aircraft-carriers-in-service
Petrol Price in India,/vishnuvarthanrao/petrol-prices
Unemployment Rate by Education in Saudi Arabia,/majedalhulayel/unemployment-rate-by-education-in-saudi-arabia
Latest Covid-19 Confirmed Cases Kerala,/anandhuh/covid19-confirmed-cases-kerala
petrol consumption,/harinir/petrol-consumption
Airlines Passenger Data,/ternaryrealm/airlines-passenger-data
Advertising Sales,/tuhinsubhrade/advertising-sales
Smart Cities Index Datasets,/magdamonteiro/smart-cities-index-datasets
Ecoli UCI Dataset,/kannanaikkal/ecoli-uci-dataset
Insurance prediction,/sonujha090/insurance-prediction
Abortion Statistics ,/mpwolke/cusersmarildownloadsabortioncsv
Wine_pca,/akram24/wine-pca
Job Classification Dataset,/HRAnalyticRepository/job-classification-dataset
Messi vs Ronaldo Stats,/komalkhetlani/messi-vs-ronaldo-stats
"USA lat,long for state abbreviations",/washimahmed/usa-latlong-for-state-abbreviations
TPS Oct 2021 - Classic Feature Importance,/kavehshahhosseini/tpsoctclassicfeatureimportance
DDoS Botnet Attack on IOT Devices,/siddharthm1698/ddos-botnet-attack-on-iot-devices
Hepatitis Data,/codebreaker619/hepatitis-data
Gas emissions (CO2-e) by transport sector.,/mpwolke/cusersmarildownloadsdioxidecsv
Countries ISO Codes,/juanumusic/countries-iso-codes
Deforestation and Forest Loss,/chiticariucristian/deforestation-and-forest-loss
Sleep in Mammals,/volkandl/sleep-in-mammals
homeprices-multiple-variables,/pankeshpatel/homepricesmultiplevariables
Alcohol Comsumption around the World,/codebreaker619/alcohol-comsumption-around-the-world
COVID-19 State Data,/nightranger77/covid19-state-data
Highest Grossing Horror Films from 2000-2019,/mathurinache/highestgrossinghorrorfilmsfrom20002019
Gordon's Archery Scores,/gordonman/gordons-archery-scores
Average rainfall and temperature in UK(2010-2019),/aryakrishnanar/average-rainfall-and-temperature-in-uk20102019
Student Social Anxiety Survey,/carlsonhoo/university-social-anxiety-survey
Customer_Behaviour,/denisadutca/customer-behaviour
Marketing Linear Multiple Regression ,/fayejavad/marketing-linear-multiple-regression
iris_data,/kamrankausar/iris-data
Auto Insurance in Sweden (small dataset),/sunmarkil/auto-insurance-in-sweden-small-dataset
AAPL.csv,/khoongweihao/aaplcsv
control_data,/tammyrotem/control-data
Perrin Freres Monthly Champagne Sales,/galibce003/perrin-freres-monthly-champagne-sales
Most Selling Computer Brands,/mathurinache/mostsellingcomputerbrands
Cricket,/gauravduttakiit/cricket
Time Series starter dataset,/podsyp/time-series-starter-dataset
USA States to region,/omer2040/usa-states-to-region
Body Measurements,/tombutton/body-measurements
Predicting the market value of soccer players,/jonascarette/predicting-the-market-value-of-soccer-players
Ad Click Prediction - Classification Problem,/jahnveenarang/cvdcvd-vd
Argentina provincial data,/kingabzpro/argentina-provincial-data
Find S Algorithm DataSet,/imvickykumar999/find-s-algorithm-dataset
CarPrices,/madothpavankalyan/carprices
MCU complete dataset,/rachit239/mcu-complete-dataset
Physionet Challenge 2020 - SNOMED mappings,/bjoernjostein/physionet-snomed-mappings
Pizza Price Prediction,/knightbearr/pizza-price-prediction
Data visualisation for beginners,/gaganmaahi224/data-visualisation-for-beginners
Active Ratio Prediction of Covid Data,/trohitbharadwaj/active-ratio-prediction-of-covid-data
Models,/prashantjeswani/models
Income and Happiness Correction,/levyedgar44/income-and-happiness-correction
Valheim Food Dataset,/ljvmiranda/valheim-food-dataset
Weather Data in India,/mahendran1/weather-data-in-india-from-1901-to-2017
salary_data of Employees with years of Experience,/harsh45/random-salary-data-of-employes-age-wise
List of English contractions,/ishivinal/contractions
Breast cancer dataset ,/ankitbarai507/breast-cancer-dataset
Old Faithful,/janithwanni/old-faithful
Top 50 Spotify Tracks- 2020,/atillacolak/top-50-spotify-tracks-2020
E-Learning Student Reactions,/marlonferrari/elearning-student-reactions
Wine Customer Segmentation,/sadeghjalalian/wine-customer-segmentation
Violent Crime Rates by US State,/mathchi/violent-crime-rates-by-us-state
"2018 calorie, exercise and weight changes",/chrisbow/2018-calorie-exercise-and-weight-changes
Sleep Study,/mlomuscio/sleepstudypilot
ISO Country Codes - Global,/andradaolteanu/iso-country-codes-global
LPG price for Metropolitan cities in india,/syedjaferk/lpg-price-for-metropolitan-cities-in-india
seaborn_tips_dataset,/ranjeetjain3/seaborn-tips-dataset
Possum Regression,/abrambeyer/openintro-possum
U.S. Inflation Data,/varpit94/us-inflation-data-updated-till-may-2021
India Population ,/sansuthi/indian-population
Population Pyramid 2019,/hotessy/population-pyramid-2019
Titanic: all ones csv file,/brendan45774/gender-submisson
US graduate school's admission parameters,/tanmoyie/us-graduate-schools-admission-parameters
Fast Food Marketing Campaign A\B Test,/chebotinaa/fast-food-marketing-campaign-ab-test
trainplaytennis,/tareqjoy/trainplaytennis
Birch trees,/mathsian/birch-trees
Position_Salaries,/akram24/position-salaries
Latest Covid-19 india statewise data,/swatikhedekar/latest-covid19-india-statewise-data
Latest COVID-19 India Statewise Vaccine Data,/anandhuh/covid19-india-statewise-vaccine-data
lecture06risk,/jhskaggle/lecture06risk
US Monthly Unemployment Rate 1948 - Present,/tunguz/us-monthly-unemployment-rate-1948-present
INTELLIGENT IRRIGATION SYSTEM,/harshilpatel355/autoirrigationdata
Diabetes UCI Dataset,/alakaaay/diabetes-uci-dataset
Zoom Fatigue pada Mahasiswa Indonesia,/iganarendra/zoom-fatigue-pada-mahasiswa-indonesia
Marvel vs DC,/leonardopena/marvel-vs-dc
Example Dataset for A/B Test,/ilkeryildiz/example-dataset-for-ab-test
Govt Of India Literacy Rate,/doncorleone92/govt-of-india-literacy-rate
Shopping_Data,/bikram1505/shopping-data
multivariat,/adhiyatmanugraha/multivariat
GOLD PRICE OF KERALA,/thasnihakeem/gold-price-of-kerala
HRV OFFICE ENVIRONMENT,/gustavojota/hrv-office-environment
"Latest Covid-19 Cases Maharashtra, India",/anandhuh/latest-covid19-cases-maharashtra-india
Iris_data,/webirlab/iris-data
Kyphosis Dataset,/abbasit/kyphosis-dataset
List of Indian Festivals for 2022,/keagle/list-of-indian-festivals-for-2022
Tinder Millennial Match Rate,/benroshan/tinder-millennial-match-rate
Shampoo Sales Dataset,/redwankarimsony/shampoo-saled-dataset
Cricket Team Records 2021,/ggsri123/cricket-team-records-2021
Drug Use By Age,/tunguz/drug-use-by-age
Global Internet Usage,/sansuthi/gapminder-internet
Heart_Disease,/volodymyrgavrysh/heart-disease
US Holiday Dates (2004 - 2021),/donnetew/us-holiday-dates-2004-2021
Covid-19 state-wise India Vaccine data Analysis,/swatikhedekar/state-wise-india-covid19vaccination
Advertising and Sales,/sazid28/advertising.csv
Food Preferences,/vijayashreer/food-preferences
FIFA worldcup 2018 Dataset,/ahmedelnaggar/fifa-worldcup-2018-dataset
Flight-Air-II,/viannaandresouza/flightairii
Sleep Data,/mathurinache/sleep-dataset
Fitness Trends Dataset,/aroojanwarkhan/fitness-data-trends
Healthcare cost,/ravichaubey1506/healthcare-cost
covid19 global forecasting: locations population,/dgrechka/covid19-global-forecasting-locations-population
Alzheimer Features,/brsdincer/alzheimer-features
Zoo Animals Extended Dataset,/agajorte/zoo-animals-extended-dataset
Nutritional Content of Cereals,/komalkhetlani/nutritional-content-of-cereals
Latest Covid19 Data of Asian Countries,/anandhuh/latest-covid19-data-of-asian-countries
Sexual Orientation Laws in the World,/mpwolke/cusersmarildownloadsomophobiacsv
Office Supply Sales,/fmendes/office-supply-sales
Social Network Ads,/d4rklucif3r/social-network-ads
Heart Disease Prediction using DifferentTechniques,/jillanisofttech/heart-disease-prediction-using-differenttechniques
FoodEmissions,/amandaroseknudsen/foodproductemissions
World Population by Year,/sansuthi/world-population-by-year
US Unemployment Dataset (2010 - 2020),/aniruddhasshirahatti/us-unemployment-dataset-2010-2020
MBA Admission,/willianleite/mba-admission
Rebound Hammer (Schmidt hammer) calibration data,/matbau/rebound-hammer-schmidt-hammer-calibration-data
Tennis Weather,/pranavpandey2511/tennis-weather
Cholesterol,/mathurinache/cholesterol
Indian cities database,/parulpandey/indian-cities-database
pH-recognition,/robjan/ph-recognition
Buy Computer,/usman27/buy-computer
Student's Scores,/mykeysid10/tsf-ds-ba-task-1
Social_Network_Ads,/akram24/social-network-ads
Fertilizer Prediction,/gdabhishek/fertilizer-prediction
USA Statewise Latest Covid-19 Data,/anandhuh/usa-statewise-latest-covid19-data
International airline passengers,/andreazzini/international-airline-passengers
world happiness 2020 and 2021,/officialsubhash/world-happiness-2020-and-2021
UK Road Safety Dataset 1979 - 2020,/keithcooper/uk-road-safety-dataset-1979-2020
Coronavirus (covid19) Tweets,/smid80/coronavirus-covid19-tweets
Finance Data ,/nitindatta/finance-data
USArrests,/halimedogan/usarrests
Divorce Prediction,/andrewmvd/divorce-prediction
Calories Burned During Exercise and Activities,/aadhavvignesh/calories-burned-during-exercise-and-activities
Sports and Muscle Car,/manasmarathe/sports-and-muscle-car
Olympic Games 2021 Medals,/stefanzivanov/olympic-games-2021-medals
Premier League Standings 2021-22 (Oct 13 2021),/pratmo/premier-league-standings-202122-oct-13-2021
mtcars,/lavanya321/mtcars
Earnings of females and males employees.,/mpwolke/cusersmarildownloadsearningcsv
IGN's Best Game of All Time (2021),/heitornunes/igns-best-game-of-all-time-bracket
country to continent,/statchaitya/country-to-continent
Salary_data,/vihansp/salary-data
Heart Disease Cleveland UCI,/cherngs/heart-disease-cleveland-uci
Temperatures of INDIA,/venky73/temperatures-of-india
Early Stage Diabetes Risk Prediction Dataset,/ishandutta/early-stage-diabetes-risk-prediction-dataset
Datasets_Mechanical_Rotating machinery,/kimalpha/datasets-mechanical-rotation
Time series analysis,/kandij/electric-production
Iris Dataset,/vikrishnan/iris-dataset
Top 100 Chess Players Around The World,/kkhandekar/top-100-chess-players-around-the-world
fifa countries,/sercanyesiloz/fifa-countries
Child Victims by Age,/tudoale1/child-victims-by-age
"Tesla,Inc.(TSLA) Historical prices",/sandraphari/teslainctsla-historical-prices
FiveThirtyEight Comic Characters Dataset,/idrisbenmahdjoub/fivethirtyeight-comic-characters-dataset
fifa.csv,/mahithabsl/fifacsv
heart-disease,/qaim313/heartdisease
Canada Per Capita Income,/mfaisalqureshi/canada-per-capita-income
Main Tenis,/oddyvirgantara/main-tenis
Iron Man World Championship ALLYEARS,/emmanuelleai/iron-man-world-champhionship-allyears
Portland Oregon riders monthly data,/hsankesara/portland-oregon-avg-rider-monthly-data
Yacht Hydrodynamics Data Set,/heitornunes/yacht-hydrodynamics-data-set
School Exam,/davidbijl/school-exam
Indian Consumers Cars purchasing behaviour ,/karivedha/indian-consumers-cars-purchasing-behaviour
Pyramids of Ancient Egypt,/lsind18/egyptianpyramids
Titanic:Machine Learning from disaster,/parimalbhalerao/titanicmachine-learning-from-disaster
Pakistan's Courier companies dataset,/muhammadshahrayar/pakistans-courier-companies-dataset
mallldata,/drsurabhithorat/mallldata
Monthly Sales Dataset of French Champagne,/piyushagni5/monthly-sales-of-french-champagne
Laptops Info,/ghadahalshehrei/laptops-info
Top 20 Largest California Wildfires,/annieichen/top-20-largest-california-wildfires
Sales of Shampoo Over a Three Year Period,/djokester/sales-of-shampoo-over-a-three-year-period
habermans cancer data set,/rohithbollareddy/habermans-cancer-data-set
Murder rates by states,/robstepanyan/murder-rates-by-states
Salary_data.csv,/ravitejakotharu/salary-datacsv
Technical customer support Data,/saurav9786/technical-customer-support-data
SAT Score Data By State,/billbasener/sat-score-data-by-state
NumPy - AIL,/salmankhi/numpy-as-i-learnt
Social Network Advertisements,/rishidamarla/social-network-advertisements
btc test dataset,/ara0303/btc-test-dataset
Electrical_Faults_Analysis_India,/hashbanger/electrical-faults-analysis-india
harga beras,/malwyshihab/harga-beras
multiple-linear-regression(for simple exercises),/bulentsiyah/multiplelinearregressiondataset
data-regression,/mrtechnical011/dataregression
Small Covid dataset,/sonalisingh1411/small-covid-dataset
MotoGP All Time Riders,/umeshkumar017/motogp-all-time-riders
Income Dataset ,/pawankumar97/income-dataset
